player,player_id,position,team_name,player_game_count,base_snap_counts_coverage,declined_penalties,franchise_id,man_assists,man_avg_depth_of_target,man_catch_rate,man_coverage_percent,man_coverage_snaps_per_reception,man_coverage_snaps_per_target,man_dropped_ints,man_forced_incompletes,man_forced_incompletion_rate,man_grades_coverage_defense,man_interceptions,man_longest,man_missed_tackle_rate,man_missed_tackles,man_pass_break_ups,man_qb_rating_against,man_receptions,man_snap_counts_coverage,man_snap_counts_coverage_percent,man_snap_counts_pass_play,man_stops,man_tackles,man_targets,man_touchdowns,man_yards,man_yards_after_catch,man_yards_per_coverage_snap,man_yards_per_reception,penalties,zone_assists,zone_avg_depth_of_target,zone_catch_rate,zone_coverage_percent,zone_coverage_snaps_per_reception,zone_coverage_snaps_per_target,zone_dropped_ints,zone_forced_incompletes,zone_forced_incompletion_rate,zone_grades_coverage_defense,zone_interceptions,zone_longest,zone_missed_tackle_rate,zone_missed_tackles,zone_pass_break_ups,zone_qb_rating_against,zone_receptions,zone_snap_counts_coverage,zone_snap_counts_coverage_percent,zone_snap_counts_pass_play,zone_stops,zone_tackles,zone_targets,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_per_coverage_snap,zone_yards_per_reception
DQ Smith,158116,S,S CAROLINA,12,362,0,289,0,12.7,41.4,97.1,12.7,5.2,0,4,13.8,61.2,1,27,8.3,1,2,54.0,12,170,47.0,175,3,11,29,1,141,50,0.9,11.8,0,2,8.3,71.4,94.4,9.7,7.0,0,1,4.8,53.4,0,34,7.7,1,1,94.3,15,152,42.0,161,4,10,21,0,165,81,1.1,11.0
Nick Emmanwori,158121,S,S CAROLINA,12,356,0,289,0,3.3,66.7,90.1,34.3,22.8,0,1,16.7,71.2,0,9,25.0,2,1,114.6,4,145,40.7,161,2,6,6,1,25,21,0.2,6.3,0,0,3.8,60.0,98.8,26.7,16.0,0,1,10.0,55.6,0,21,23.1,3,1,116.7,6,171,48.0,173,2,10,10,1,75,68,0.5,12.5
Stone Blanton,158122,LB,S CAROLINA,10,48,0,289,0,-2.0,100.0,65.7,19.0,19.0,0,0,0.0,57.9,0,12,,0,0,116.7,1,23,47.9,35,0,0,1,0,12,14,0.6,12.0,0,1,-4.5,100.0,82.1,11.5,11.5,0,1,50.0,59.4,0,9,50.0,1,1,102.1,2,23,47.9,28,0,0,2,0,17,26,0.7,8.5
Kajuan Banks,158125,CB,S CAROLINA,6,42,0,289,0,7.0,25.0,91.3,18.0,4.5,0,1,25.0,56.1,0,25,50.0,1,1,53.1,1,21,50.0,23,0,1,4,0,25,27,1.4,25.0,0,1,12.0,66.7,100.0,8.0,5.3,0,0,0.0,60.1,0,24,0.0,0,0,103.5,2,19,45.2,19,0,2,3,0,33,0,2.1,16.5
Emory Floyd Jr.,158127,CB,S CAROLINA,1,4,0,289,0,,,100.0,,,0,0,,61.8,0,,,0,0,0.0,0,2,50.0,2,0,0,0,0,0,0,0.0,,0,1,,,100.0,,,0,0,,63.2,0,,0.0,0,0,0.0,0,2,50.0,2,0,0,0,0,0,0,0.0,
BJ Harris,158139,CB,UNLV,5,104,0,325,0,11.3,42.9,100.0,9.7,4.1,0,1,14.3,43.7,0,24,25.0,1,0,69.3,3,31,29.8,31,0,3,7,0,53,18,1.8,17.7,0,1,16.7,33.3,100.0,57.0,19.0,0,0,0.0,79.6,0,2,0.0,0,0,42.4,1,57,54.8,57,2,2,3,0,2,5,0.0,2.0
Fred Thompkins,158143,LB,UNLV,12,104,0,325,0,-1.3,100.0,78.7,11.3,11.3,0,0,0.0,61.6,0,13,0.0,0,0,97.2,3,37,35.6,47,1,2,3,0,22,26,0.6,7.3,0,2,3.4,71.4,95.0,11.0,7.9,0,0,0.0,62.1,0,12,0.0,0,0,87.2,5,57,54.8,60,2,5,7,0,43,20,0.8,8.6
Trenton Holloway,158145,S,UNLV,4,25,0,325,0,5.0,100.0,100.0,13.0,13.0,0,0,0.0,57.6,0,9,0.0,0,0,104.2,1,14,56.0,14,0,1,1,0,9,4,0.7,9.0,0,0,,,100.0,,,0,0,,65.2,0,,0.0,0,0,0.0,0,7,28.0,7,0,1,0,0,0,0,0.0,
Darius Johnson,158148,DI,UNLV,12,2,0,325,0,,,2.8,,,0,0,,58.6,0,,,0,0,0.0,0,2,100.0,72,0,0,0,0,0,0,0.0,,0,0,,,0.0,,,0,0,,,0,,100.0,1,0,0.0,0,0,0.0,126,1,0,0,0,0,0,,
Noah Kema,158176,LB,HAWAII,10,25,0,180,0,,,47.4,,,0,0,,63.4,0,,,0,0,0.0,0,9,36.0,19,0,0,0,0,0,0,0.0,,0,0,2.0,50.0,86.7,13.0,6.5,0,0,0.0,56.0,0,11,100.0,1,0,66.7,1,13,52.0,15,0,0,2,0,11,8,0.8,11.0
Peter Manuma,158178,S,HAWAII,13,344,0,180,1,8.5,63.6,93.7,15.0,9.5,0,1,9.1,66.6,0,47,14.3,2,1,129.4,7,118,34.3,126,3,11,11,1,116,73,1.1,16.6,0,1,9.1,57.1,98.9,43.0,24.6,0,0,0.0,68.5,2,14,14.3,2,0,25.6,4,177,51.5,179,2,11,7,0,26,17,0.2,6.5
Matagi Thompson,158191,S,HAWAII,4,82,0,180,2,5.0,0.0,95.2,,35.0,0,0,0.0,30.3,0,,50.0,4,0,39.6,0,40,48.8,42,0,2,1,0,0,0,0.0,,0,0,-3.3,100.0,100.0,11.3,11.3,0,0,0.0,46.5,0,10,100.0,2,0,88.9,3,35,42.7,35,0,0,3,0,16,26,0.5,5.3
Matthew Bailey,158197,S,ILLINOIS,11,82,0,187,0,0.3,66.7,90.4,30.0,20.0,0,1,33.3,54.9,2,9,50.0,1,1,31.9,2,66,80.5,73,0,1,3,0,10,4,0.2,5.0,0,0,18.0,0.0,100.0,,12.0,1,1,100.0,75.8,0,,,0,1,39.6,0,12,14.6,12,0,0,1,0,0,0,0.0,
Gabe Jacas,158210,ED,ILLINOIS,12,36,0,187,0,-4.5,100.0,6.7,6.5,6.5,0,0,0.0,72.4,0,3,40.0,2,0,79.2,2,14,38.9,208,7,3,2,0,-1,8,-0.1,-0.5,0,1,3.0,100.0,42.9,8.0,8.0,0,0,0.0,58.4,0,4,33.3,1,0,83.3,2,18,50.0,42,1,1,2,0,8,2,0.5,4.0
Elijah Mc-Cantos,158216,CB,ILLINOIS,1,7,0,187,0,4.0,0.0,100.0,,5.0,0,0,0.0,62.4,0,,,0,0,39.6,0,5,71.4,5,0,0,1,0,0,0,0.0,,0,0,13.0,100.0,100.0,2.0,2.0,0,0,0.0,45.4,0,18,,0,0,118.8,1,2,28.6,2,0,0,1,0,18,5,9.0,18.0
Tyson Rooks,158225,CB,ILLINOIS,1,5,0,187,0,27.0,0.0,100.0,,4.0,0,1,100.0,62.9,0,,,0,0,39.6,0,4,80.0,4,0,0,1,0,0,0,0.0,,0,0,,,100.0,,,0,0,,61.9,0,,0.0,0,0,0.0,0,1,20.0,1,0,1,0,0,0,0,0.0,
Xavier Scott,158226,CB,ILLINOIS,4,48,0,187,1,12.0,55.6,97.2,6.2,3.4,0,0,0.0,51.1,0,15,0.0,0,0,68.3,5,35,72.9,36,1,3,9,0,43,14,1.4,8.6,0,0,,,100.0,,,0,0,,58.0,0,,,0,0,0.0,0,11,22.9,11,0,0,0,0,0,0,0.0,
Chris Smalley,158248,ED,NEVADA,7,19,0,239,0,,,19.0,,,0,0,,61.4,0,,,0,0,0.0,0,4,21.1,21,0,0,0,0,0,0,0.0,,0,0,-1.3,100.0,38.7,3.7,3.7,0,0,0.0,55.2,0,9,50.0,1,0,95.8,3,12,63.2,31,0,1,3,0,21,25,1.9,7.0
AJ Davis,158262,CB,SMU,3,48,0,287,0,24.0,0.0,100.0,,5.0,0,0,0.0,47.2,0,,,0,0,39.6,0,6,12.5,6,0,0,1,0,0,0,0.0,,0,0,19.0,60.0,100.0,12.3,7.4,0,0,0.0,56.9,0,16,0.0,0,0,84.6,3,38,79.2,38,0,3,5,0,39,10,1.1,13.0
Pierre Goree,158268,LB,SMU,2,6,0,287,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,16.7,1,0,0,0,0,0,0,0.0,,0,1,2.0,100.0,80.0,4.0,4.0,0,0,0.0,55.4,0,9,0.0,0,0,104.2,1,4,66.7,5,0,1,1,0,9,7,2.3,9.0
Ahmaad Moses,158276,S,SMU,9,56,0,287,0,,,100.0,,,0,0,,62.9,0,,,0,0,0.0,0,10,17.9,10,1,0,0,0,0,0,0.0,,0,0,17.5,0.0,100.0,,17.0,0,1,50.0,64.0,0,,0.0,0,1,39.6,0,36,64.3,36,1,1,2,0,0,0,0.0,
Isaiah Smith,158282,ED,SMU,11,25,0,287,0,,,19.6,,,0,0,,62.3,0,,,0,0,0.0,0,9,36.0,46,1,0,0,0,0,0,0.0,,0,0,9.0,80.0,18.2,2.5,2.0,0,0,0.0,27.3,0,33,,0,0,118.8,4,10,40.0,55,1,0,5,0,72,46,7.2,18.0
Kadin Bailey,158291,LB,SYRACUSE,3,11,0,304,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,2,0,0,0,0,0,0,,,0,1,0.0,100.0,69.2,9.0,9.0,0,0,0.0,64.5,0,2,0.0,0,0,79.2,1,9,81.8,13,0,0,1,0,2,2,0.2,2.0
Kevin Jobity Jr.,158301,ED,SYRACUSE,6,3,0,304,0,,,10.0,,,0,0,,60.6,0,,,0,0,0.0,0,2,66.7,20,0,0,0,0,0,0,0.0,,0,0,,,1.7,,,0,0,,60.2,0,,0.0,0,0,0.0,0,1,33.3,59,0,1,0,0,0,0,0.0,
Jeremiah Wilson,158310,CB,SYRACUSE,10,89,0,304,0,7.3,50.0,93.8,6.5,3.3,0,1,25.0,63.4,0,15,100.0,1,1,101.0,2,15,16.9,16,0,0,4,2,17,18,1.3,8.5,0,0,14.7,71.4,100.0,4.6,3.3,0,0,0.0,50.0,0,20,26.7,4,0,91.4,10,47,52.8,47,5,11,14,0,100,23,2.2,10.0
Nate Burrell,158314,DI,CAL,12,1,0,130,0,,,1.9,,,0,0,,59.5,0,,,0,0,0.0,0,1,100.0,53,0,0,0,0,0,0,0.0,,0,0,,,0.0,,,0,0,,60.0,0,,50.0,1,0,0.0,0,0,0.0,120,0,1,0,0,0,0,,
Jeremiah Earby,158316,CB,CAL,12,411,0,130,0,10.2,50.0,98.3,10.9,5.5,0,3,15.0,49.9,0,37,28.6,2,2,105.2,10,115,28.0,117,0,5,20,2,135,50,1.2,13.5,0,5,16.4,48.3,99.6,17.6,8.5,0,4,13.8,78.0,1,39,15.0,3,4,58.0,14,251,61.1,252,3,12,29,0,209,52,0.8,14.9
Zyere Horton,158351,LB,GA SOUTHRN,2,5,0,174,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,1,0,0,0,0,0,0,,,0,0,,,50.0,,,0,0,,61.7,0,,,0,0,0.0,0,4,80.0,8,0,0,0,0,0,0,0.0,
Marc Stampley II,158364,CB,GA SOUTHRN,9,102,0,174,0,6.2,77.8,100.0,4.6,3.6,0,0,0.0,51.1,0,37,0.0,0,0,103.7,7,35,34.3,35,3,7,9,0,80,42,2.5,11.4,0,0,14.7,83.3,100.0,5.5,4.6,0,1,8.3,54.0,0,45,14.3,1,1,146.5,10,57,55.9,57,2,6,12,1,184,30,3.3,18.4
MJ Stroud,158366,ED,GA SOUTHRN,1,2,0,174,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,1,0,0,0,0,0,0,,,0,0,6.0,0.0,66.7,,2.0,0,0,0.0,52.9,0,,,0,0,39.6,0,2,100.0,3,0,0,1,0,0,0,0.0,
Caleb Coley,158378,CB,MICH STATE,1,3,0,223,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,33.3,1,0,0,0,0,0,0,0.0,,0,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,33.3,1,0,0,0,0,0,0,0.0,
Jaden Mangham,158389,S,MICH STATE,8,128,0,223,1,6.0,100.0,100.0,28.0,28.0,0,0,0.0,61.1,0,5,0.0,0,0,127.1,1,29,22.7,29,0,0,1,1,5,0,0.2,5.0,0,1,18.5,75.0,100.0,26.3,19.8,0,0,0.0,49.8,0,24,0.0,0,0,104.2,3,85,66.4,85,1,6,4,0,38,10,0.5,12.7
Malik Spencer,158397,CB,MICH STATE,4,31,0,223,0,12.0,0.0,100.0,,7.0,0,1,100.0,70.2,0,,,0,0,39.6,0,9,29.0,9,0,0,1,0,0,0,0.0,,0,1,13.0,50.0,94.4,17.0,8.5,0,0,0.0,56.3,0,28,0.0,0,0,95.8,1,17,54.8,18,0,0,2,0,28,7,1.6,28.0
Dillon Tatum,158399,S,MICH STATE,4,55,0,223,0,16.5,50.0,90.0,17.0,8.5,1,1,50.0,61.8,0,19,0.0,0,1,83.3,1,18,32.7,20,0,3,2,0,19,2,1.1,19.0,0,0,19.0,100.0,95.8,22.0,22.0,0,0,0.0,62.7,0,14,0.0,0,0,158.3,1,23,41.8,24,0,1,1,1,14,0,0.6,14.0
Ade Willie,158403,CB,MICH STATE,1,1,0,223,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,100.0,1,0,0,0,0,0,0,0.0,
Taylor Love,158419,LB,TULANE,2,6,0,319,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,4.5,100.0,100.0,2.5,2.5,0,0,0.0,36.6,0,19,100.0,1,0,118.8,2,5,83.3,5,0,0,2,0,30,21,6.0,15.0
Cadien Robinson,158425,CB,TULANE,1,4,0,319,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,,,100.0,,,0,0,,62.7,0,,,0,0,0.0,0,4,100.0,4,0,0,0,0,0,0,0.0,
Kentrell Webb,158427,CB,TULANE,3,23,0,319,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,7.0,100.0,90.5,9.0,9.0,0,0,0.0,62.0,0,18,0.0,0,0,118.8,2,19,82.6,21,0,1,2,0,29,15,1.6,14.5
Demari Henderson,158440,S,UCF,6,56,0,323,0,3.0,100.0,91.3,20.0,20.0,0,0,0.0,56.3,0,10,50.0,1,0,108.3,1,21,37.5,23,0,1,1,0,10,7,0.5,10.0,0,0,23.0,0.0,96.0,,22.0,0,0,0.0,52.2,0,,,0,0,39.6,0,24,42.9,25,0,0,1,0,0,0,0.0,
Jamaal Johnson,158444,ED,UCF,4,1,0,323,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,13,0,0,0,0,0,0,,,0,0,,,9.1,,,0,0,,60.0,0,,,0,0,0.0,0,1,100.0,11,0,0,0,0,0,0,0.0,
Nikai Martinez,158447,CB,UCF,11,149,0,323,1,14.6,57.1,98.1,12.3,7.0,0,1,14.3,56.9,0,27,0.0,0,1,81.3,4,53,35.6,54,1,3,7,0,53,29,1.1,13.3,0,0,3.5,72.7,96.2,8.8,6.4,0,1,9.1,53.7,0,19,42.9,3,1,97.2,8,76,51.0,79,3,4,11,0,91,73,1.3,11.4
Kam Moore,158450,LB,UCF,6,46,0,323,1,3.0,100.0,62.5,14.0,14.0,0,0,0.0,57.2,0,15,50.0,1,0,118.8,1,15,32.6,24,0,0,1,0,15,12,1.1,15.0,0,0,5.3,66.7,92.3,11.0,7.3,0,0,0.0,58.6,0,15,0.0,0,0,85.4,2,24,52.2,26,0,1,3,0,20,3,0.9,10.0
Lander Barton,158473,LB,UTAH,12,149,0,328,0,0.3,75.0,51.9,12.3,9.3,0,0,0.0,52.0,0,27,0.0,0,0,116.7,3,40,26.8,77,3,4,4,0,52,53,1.4,17.3,0,1,4.1,75.0,71.7,14.3,10.8,0,1,12.5,64.4,0,13,14.3,1,0,87.5,6,91,61.1,127,3,5,8,0,44,28,0.5,7.3
Justin Medlock,158497,LB,UTAH,3,19,0,328,0,,,33.3,,,0,0,,61.5,0,,,0,0,0.0,0,4,21.1,12,0,0,0,0,0,0,0.0,,0,1,,,81.3,,,0,0,,64.9,0,,0.0,0,0,0.0,0,13,68.4,16,0,0,0,0,0,0,0.0,
Sione Vaki,158505,CB,UTAH,9,130,0,328,0,9.5,66.7,76.9,6.8,4.5,1,2,33.3,55.9,0,24,0.0,0,1,102.1,4,30,23.1,39,0,2,6,0,64,30,2.4,16.0,0,1,0.3,72.7,94.3,10.0,7.3,0,0,0.0,76.3,0,9,0.0,0,0,75.2,8,82,63.1,87,5,10,11,0,13,30,0.2,1.6
Will Johnson,158536,CB,MICHIGAN,12,242,0,222,1,10.4,53.3,98.8,9.3,4.9,0,2,13.3,80.1,0,48,12.5,1,2,73.2,8,80,33.1,81,3,6,15,0,96,63,1.3,12.0,0,0,9.1,50.0,99.1,18.8,9.4,1,0,0.0,79.7,1,34,0.0,0,0,54.9,6,114,47.1,115,3,9,12,1,52,14,0.5,8.7
Kody Jones,158538,CB,MICHIGAN,3,16,0,222,0,6.0,0.0,100.0,,3.0,0,0,0.0,63.6,0,,,0,0,39.6,0,6,37.5,6,0,0,2,0,0,0,0.0,,0,1,4.0,50.0,88.9,8.0,4.0,0,0,0.0,54.6,0,10,0.0,0,0,64.6,1,8,50.0,9,0,2,2,0,10,2,1.3,10.0
Derrick Moore,158543,ED,MICHIGAN,12,7,0,222,0,,,2.8,,,0,0,,60.0,0,,,0,0,0.0,0,1,14.3,36,0,0,0,0,0,0,0.0,,0,0,-1.0,100.0,10.9,6.0,6.0,0,0,0.0,43.4,0,15,,0,0,118.8,1,6,85.7,55,2,0,1,0,15,16,2.5,15.0
Keon Sabb,158546,S,MICHIGAN,2,8,0,222,0,,,75.0,,,0,0,,61.4,0,,,0,0,0.0,0,3,37.5,4,0,0,0,0,0,0,0.0,,0,0,,,100.0,,,0,0,,62.5,0,,,0,0,0.0,0,5,62.5,5,0,0,0,0,0,0,0.0,
Amorion Walker,158547,WR,MICHIGAN,1,3,0,222,0,,,100.0,,,0,0,,46.2,0,,,0,0,0.0,0,2,66.7,2,0,0,0,0,0,0,0.0,,0,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,33.3,1,0,0,0,0,0,0,0.0,
Alfonzo Allen,158549,CB,BAYLOR,6,21,0,118,0,9.0,50.0,60.0,3.0,1.5,0,1,50.0,64.5,0,9,,0,1,62.5,1,3,14.3,5,1,0,2,0,9,5,3.0,9.0,0,0,2.6,60.0,93.8,5.0,3.0,0,0,0.0,76.2,0,5,0.0,0,0,64.6,3,15,71.4,16,2,2,5,0,7,11,0.5,2.3
Devyn Bobby,158551,S,BAYLOR,6,42,0,118,0,,,100.0,,,0,0,,62.9,0,,,0,0,0.0,0,5,11.9,5,0,0,0,0,0,0,0.0,,0,0,25.3,66.7,100.0,15.5,10.3,0,0,0.0,50.8,0,47,0.0,0,0,109.7,2,33,78.6,33,0,4,3,0,76,8,2.5,38.0
Reggie Bush,158552,CB,BAYLOR,1,1,0,118,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,100.0,1,0,0,0,0,0,0,0.0,
Carmello Jones,158560,LB,BAYLOR,1,1,0,118,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,100.0,1,0,0,0,0,0,0,0.0,
Kyler Jordan,158561,ED,BAYLOR,1,1,0,118,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,,,33.3,,,0,0,,60.0,0,,,0,0,0.0,0,1,100.0,3,0,0,0,0,0,0,0.0,
Jackie Marshall,158563,ED,BAYLOR,12,33,0,118,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,13,0,0,0,0,0,0,,,0,0,1.7,50.0,33.8,9.0,4.5,0,1,16.7,92.4,0,11,28.6,2,0,56.3,3,27,81.8,80,2,5,6,0,16,9,0.6,5.3
Ed Conoran,158577,S,C MICHIGAN,1,2,0,134,0,0.0,0.0,100.0,,2.0,0,0,0.0,61.3,0,,,0,0,39.6,0,2,100.0,2,0,0,1,0,0,0,0.0,,0,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,
Jayden Davis,158579,S,C MICHIGAN,12,250,0,134,0,10.3,87.5,97.1,13.9,12.1,0,0,0.0,45.5,0,28,16.7,1,0,140.1,7,100,40.0,103,2,5,8,4,65,24,0.7,9.3,0,2,8.7,66.7,99.0,23.8,15.8,0,1,16.7,62.8,0,41,0.0,0,0,109.7,4,99,39.6,100,0,5,6,0,79,45,0.8,19.8
Jordan Kwiatkowski,158595,LB,C MICHIGAN,3,12,0,134,0,15.5,0.0,66.7,,2.0,0,1,50.0,58.4,0,,,0,0,39.6,0,4,33.3,6,0,0,2,0,0,0,0.0,,0,0,,,100.0,,,0,0,,61.4,0,,,0,0,0.0,0,4,33.3,4,0,0,0,0,0,0,0.0,
Brandon Bouyer-Randle,158607,LB,UCONN,12,213,0,146,0,,,29.9,,,0,0,,65.3,0,,,0,0,0.0,0,23,10.8,77,0,0,0,0,0,0,0.0,,0,3,3.4,83.3,62.7,8.9,7.4,0,0,0.0,63.1,2,30,17.6,3,0,59.5,15,143,67.1,228,6,11,18,0,140,93,1.1,9.3
Donovan Branch,158608,ED,UCONN,6,2,0,146,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,10,0,0,0,0,0,0,,,0,0,,,3.9,,,0,0,,60.5,0,,,0,0,0.0,0,2,100.0,51,0,0,0,0,0,0,0.0,
D'Mon Brinson,158609,CB,UCONN,5,35,0,146,0,4.0,0.0,100.0,,5.0,0,0,0.0,62.7,0,,,0,0,39.6,0,5,14.3,5,0,0,1,0,0,0,0.0,,0,0,-1.0,0.0,100.0,,23.0,0,0,0.0,55.6,0,,100.0,1,0,39.6,0,27,77.1,27,0,0,1,0,0,0,0.0,
Isiah Davis,158612,CB,UCONN,2,7,0,146,0,,,100.0,,,0,0,,61.8,0,,,0,0,0.0,0,2,28.6,2,0,0,0,0,0,0,0.0,,0,0,5.5,100.0,100.0,2.0,2.0,0,0,0.0,67.2,0,7,0.0,0,0,89.6,2,4,57.1,4,1,3,2,0,11,0,2.8,5.5
Lee Molette III,158623,S,UCONN,2,2,0,146,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,,,100.0,,,0,0,,60.6,0,,,0,0,0.0,0,2,100.0,2,0,0,0,0,0,0,0.0,
Chris Shearin,158631,CB,UCONN,11,319,0,146,1,12.7,60.0,100.0,8.1,4.9,0,1,6.7,52.6,1,75,0.0,0,1,116.0,9,77,24.1,77,0,5,15,2,190,75,2.6,21.1,0,2,6.9,71.4,96.9,8.9,6.4,2,3,10.7,66.6,1,28,11.8,2,2,87.8,20,188,58.9,194,1,13,28,1,196,132,1.1,9.8
Bryce Anderson,158640,S,TEXAS A&M,8,109,0,312,0,9.7,33.3,97.8,39.0,13.0,0,0,0.0,55.0,0,21,40.0,2,0,59.0,1,45,41.3,46,0,3,3,0,21,20,0.5,21.0,0,2,1.1,87.5,98.2,7.3,6.4,0,0,0.0,60.8,0,23,16.7,1,0,89.1,7,55,50.5,56,1,3,8,0,43,50,0.8,6.1
Smoke Bouie,158643,CB,TEXAS A&M,5,52,0,312,0,25.0,0.0,100.0,,22.0,0,0,0.0,66.6,0,,,0,0,39.6,0,23,44.2,23,0,0,1,0,0,0,0.0,,0,1,10.0,100.0,100.0,11.5,11.5,0,0,0.0,58.8,0,19,0.0,0,0,150.0,2,23,44.2,23,0,0,2,1,21,1,0.9,10.5
Marquis Groves-Killebrew,158649,CB,TEXAS A&M,2,9,0,312,1,15.0,100.0,100.0,5.0,5.0,0,0,0.0,50.3,0,12,0.0,0,0,156.3,1,5,55.6,5,0,0,1,1,12,0,2.4,12.0,0,0,35.0,0.0,100.0,,3.0,0,0,0.0,70.0,0,,,0,0,39.6,0,3,33.3,3,0,0,1,0,0,0,0.0,
Denver Harris,158651,CB,TEXAS A&M,5,98,0,312,0,15.3,16.7,100.0,27.0,4.5,0,2,33.3,78.3,0,8,,0,2,39.6,1,28,28.6,28,0,0,6,0,8,1,0.3,8.0,0,1,11.5,50.0,100.0,30.5,15.3,1,0,0.0,62.8,0,8,0.0,0,0,59.4,2,62,63.3,62,1,3,4,0,15,0,0.2,7.5
Martrell Harris Jr.,158653,LB,TEXAS A&M,5,21,0,312,0,12.0,0.0,41.7,,8.0,0,0,0.0,30.3,0,,,0,0,39.6,0,10,47.6,24,2,0,1,0,0,0,0.0,,0,0,5.0,100.0,73.3,10.0,10.0,0,0,0.0,58.1,0,15,25.0,1,0,118.8,1,11,52.4,15,1,3,1,0,15,10,1.5,15.0
Jarred Kerr,158656,CB,TEXAS A&M,9,88,0,312,0,10.3,66.7,96.4,11.5,7.7,0,0,0.0,58.5,0,27,0.0,0,0,99.3,2,27,30.7,28,2,2,3,0,30,8,1.3,15.0,0,1,6.4,80.0,98.0,11.8,9.4,0,1,20.0,60.6,0,21,20.0,1,1,104.2,4,50,56.8,51,2,3,5,0,45,26,1.0,11.3
Jacoby Mathews,158660,S,TEXAS A&M,9,108,0,312,0,19.3,50.0,88.4,18.0,9.0,0,1,25.0,62.9,0,56,0.0,0,1,95.8,2,38,35.2,43,0,3,4,0,73,29,2.0,36.5,0,0,1.2,80.0,98.4,14.3,11.4,0,0,0.0,52.5,0,16,0.0,0,0,130.4,4,60,55.6,61,0,3,5,1,29,22,0.5,7.3
Lebbeus Overton,158667,ED,TEXAS A&M,11,30,0,312,0,,,4.9,,,0,0,,60.2,0,,,0,0,0.0,0,2,6.7,41,0,0,0,0,0,0,0.0,,0,0,,,25.3,,,0,0,,64.7,0,,50.0,1,0,0.0,0,22,73.3,87,1,1,0,0,0,0,0.0,
Malick Sylla,158676,ED,TEXAS A&M,4,7,0,312,0,,,6.3,,,0,0,,60.0,0,,,0,0,0.0,0,1,14.3,16,1,0,0,0,0,0,0.0,,0,0,-2.3,66.7,27.3,3.0,2.0,0,0,0.0,66.0,0,5,100.0,1,0,70.1,2,6,85.7,22,0,0,3,0,6,17,1.0,3.0
Enai White,158684,ED,TEXAS A&M,5,16,0,312,0,,,26.1,,,0,0,,57.7,0,,0.0,0,0,0.0,0,6,37.5,23,0,1,0,0,0,0,0.0,,0,0,13.0,0.0,31.8,,7.0,0,1,100.0,68.0,0,,0.0,0,1,39.6,0,7,43.8,22,2,1,1,0,0,0,0.0,
Austin Brown,158689,S,WISCONSIN,3,18,0,349,0,,,100.0,,,0,0,,64.2,0,,,0,0,0.0,0,7,38.9,7,0,0,0,0,0,0,0.0,,0,0,,,75.0,,,0,0,,40.6,0,,,0,0,0.0,0,6,33.3,8,0,0,0,0,0,0,0.0,
Tacario Davis,158719,CB,ARIZONA,4,56,0,109,0,18.0,28.6,95.0,9.0,2.6,0,0,0.0,52.2,0,21,0.0,0,0,51.5,2,19,33.9,20,0,2,7,0,41,36,2.3,20.5,0,1,6.5,100.0,100.0,7.0,7.0,0,1,25.0,59.6,0,16,0.0,0,1,115.6,4,28,50.0,28,1,3,4,0,47,21,1.7,11.8
Russell Davis II,158720,ED,ARIZONA,12,13,0,109,1,,,2.7,,,0,0,,61.1,0,,0.0,0,0,0.0,0,1,7.7,37,0,0,0,0,0,0,0.0,,0,1,-3.0,100.0,17.6,12.0,12.0,0,0,0.0,72.8,0,1,0.0,0,0,79.2,1,12,92.3,68,2,2,1,0,1,4,0.1,1.0
