player,player_id,position,team_name,player_game_count,base_snap_counts_coverage,declined_penalties,franchise_id,man_assists,man_avg_depth_of_target,man_catch_rate,man_coverage_percent,man_coverage_snaps_per_reception,man_coverage_snaps_per_target,man_dropped_ints,man_forced_incompletes,man_forced_incompletion_rate,man_grades_coverage_defense,man_interceptions,man_longest,man_missed_tackle_rate,man_missed_tackles,man_pass_break_ups,man_qb_rating_against,man_receptions,man_snap_counts_coverage,man_snap_counts_coverage_percent,man_snap_counts_pass_play,man_stops,man_tackles,man_targets,man_touchdowns,man_yards,man_yards_after_catch,man_yards_per_coverage_snap,man_yards_per_reception,penalties,zone_assists,zone_avg_depth_of_target,zone_catch_rate,zone_coverage_percent,zone_coverage_snaps_per_reception,zone_coverage_snaps_per_target,zone_dropped_ints,zone_forced_incompletes,zone_forced_incompletion_rate,zone_grades_coverage_defense,zone_interceptions,zone_longest,zone_missed_tackle_rate,zone_missed_tackles,zone_pass_break_ups,zone_qb_rating_against,zone_receptions,zone_snap_counts_coverage,zone_snap_counts_coverage_percent,zone_snap_counts_pass_play,zone_stops,zone_tackles,zone_targets,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_per_coverage_snap,zone_yards_per_reception
Jay Ward,98833,S,LSU,10,363,0,211,2,11.3,90.9,99.4,15.7,14.3,0,1,9.1,59.1,1,35,15.0,3,0,111.2,10,161,44.4,162,3,15,11,1,157,83,1.0,15.7,0,0,10.2,69.2,98.8,17.1,11.8,0,0,0.0,49.0,1,39,8.3,1,0,110.9,9,158,43.5,160,1,11,13,2,136,67,0.9,15.1
Cordale Flott,98834,CB,LSU,11,347,0,211,1,12.1,37.0,100.0,13.7,5.1,1,5,18.5,73.7,0,33,7.7,1,5,79.2,10,145,41.8,145,1,11,27,2,140,18,1.0,14.0,0,2,4.5,70.6,100.0,13.3,9.4,0,0,0.0,80.6,1,20,5.6,1,0,62.1,12,164,47.3,164,8,15,17,0,105,65,0.7,8.8
Raydarious Jones,98835,CB,LSU,9,55,0,211,0,15.2,16.7,100.0,31.0,5.2,0,2,33.3,78.9,0,8,0.0,0,1,39.6,1,31,56.4,31,0,1,6,0,8,2,0.3,8.0,0,1,11.0,100.0,100.0,20.0,20.0,0,0,0.0,63.5,0,14,0.0,0,0,118.8,1,20,36.4,20,2,4,1,0,14,3,0.7,14.0
Jammie Robinson,98836,S,FLORIDA ST,12,415,0,167,1,9.2,54.5,95.1,14.5,7.9,0,2,18.2,67.1,0,20,0.0,0,2,68.4,6,98,23.6,103,2,4,11,0,55,27,0.6,9.2,0,0,7.9,84.2,99.1,14.1,11.9,0,0,0.0,76.2,1,47,10.0,2,0,121.9,16,231,55.7,233,4,18,19,2,192,91,0.8,12.0
Cam Smith,98837,CB,S CAROLINA,11,217,0,289,1,16.3,58.3,100.0,9.9,5.8,0,3,25.0,62.9,0,37,0.0,0,3,84.7,7,73,33.6,73,2,11,12,0,98,15,1.4,14.0,0,0,12.6,42.9,100.0,19.3,8.3,0,5,35.7,79.6,2,43,25.0,4,5,48.8,6,121,55.8,121,5,12,14,1,90,35,0.8,15.0
Johnny Dixon,98839,CB,PENN STATE,9,79,0,266,0,19.8,20.0,95.7,19.0,3.8,0,1,20.0,59.3,0,4,,0,0,39.6,1,22,27.8,23,0,0,5,0,4,7,0.2,4.0,0,0,6.7,71.4,97.6,7.8,5.6,1,2,28.6,76.9,0,8,16.7,1,2,76.5,5,40,50.6,41,2,5,7,0,25,5,0.6,5.0
Warren Burrell,98842,CB,TENNESSEE,11,418,0,307,0,16.4,61.5,100.0,12.0,7.4,0,4,30.8,60.5,0,28,12.5,1,2,92.1,8,104,24.9,104,2,7,13,0,121,16,1.3,15.1,0,3,12.4,64.3,100.0,15.1,9.7,1,1,3.6,66.4,0,37,13.0,3,0,114.3,18,272,65.1,272,6,17,28,2,234,56,0.9,13.0
Romello Edwards,98843,CB,TENNESSEE,1,10,0,307,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,-1.0,100.0,100.0,7.0,7.0,0,0,0.0,64.7,0,-1,,0,0,79.2,1,7,70.0,7,0,0,1,0,-1,0,-0.1,-1.0
Jaylen McCollough,98845,S,TENNESSEE,12,504,0,307,0,6.3,62.5,97.7,11.6,7.3,0,3,18.8,67.2,1,19,16.7,1,3,87.2,10,125,24.8,128,0,5,16,2,75,35,0.6,7.5,0,2,6.8,74.1,95.2,15.9,11.7,1,2,7.4,47.7,1,56,35.0,7,1,81.1,20,319,63.3,335,5,11,27,0,212,131,0.7,10.6
Aaron Beasley,98846,LB,TENNESSEE,12,330,0,307,1,-0.3,66.7,52.6,23.0,15.3,0,0,0.0,68.1,0,3,0.0,0,0,109.7,2,50,15.2,95,2,2,3,1,5,6,0.1,2.5,0,7,4.0,92.3,89.5,9.5,8.7,0,0,0.0,41.1,0,24,20.7,6,0,97.8,24,229,69.4,256,7,16,26,0,194,119,0.9,8.1
Kenney Solomon,98848,CB,TULSA,3,7,0,320,0,,,100.0,,,0,0,,60.9,0,,,0,0,0.0,0,2,28.6,2,0,0,0,0,0,0,0.0,,0,0,24.5,0.0,100.0,,1.0,0,2,100.0,86.2,0,,,0,2,39.6,0,2,28.6,2,0,0,2,0,0,0,0.0,
Elijah Blades,98849,CB,FLORIDA,3,29,0,163,0,5.0,50.0,100.0,5.0,2.5,0,1,50.0,61.3,0,41,,0,1,135.4,1,6,20.7,6,0,0,2,1,41,43,8.2,41.0,0,0,-1.0,100.0,100.0,17.0,17.0,0,0,0.0,61.3,0,13,0.0,0,0,118.8,1,17,58.6,17,0,1,1,0,13,14,0.8,13.0
Erick Young,98850,CB,TEXAS A&M,5,99,0,312,0,7.8,80.0,97.4,7.8,6.2,0,0,0.0,60.3,0,19,0.0,0,0,98.3,4,37,37.4,38,1,3,5,0,38,22,1.2,9.5,0,0,1.4,60.0,100.0,13.3,8.0,0,0,0.0,62.9,0,8,0.0,0,0,66.3,3,40,40.4,40,1,1,5,0,17,15,0.4,5.7
Demani Richardson,98852,S,TEXAS A&M,12,426,0,312,5,10.1,50.0,89.1,32.8,16.4,0,0,0.0,72.3,1,15,8.3,1,0,18.8,4,139,32.6,156,2,6,8,0,28,20,0.2,7.0,0,2,9.3,80.0,95.0,25.9,20.7,0,1,10.0,60.8,0,61,18.2,4,1,152.1,8,211,49.5,222,6,16,10,1,157,107,0.8,19.6
Jordan Battle,98857,S,ALABAMA,12,458,0,103,0,8.5,50.0,95.6,23.4,11.7,0,1,10.0,73.3,0,13,11.1,1,1,56.3,5,129,28.2,135,2,8,10,0,23,21,0.2,4.6,0,10,12.4,61.5,97.9,27.4,16.8,0,2,15.4,81.1,1,26,3.6,1,2,41.5,8,230,50.2,235,4,17,13,0,63,38,0.3,7.9
Brandon Turnage,98859,CB,TENNESSEE,6,77,0,307,0,8.7,100.0,94.7,5.7,5.7,0,0,0.0,61.1,0,13,0.0,0,0,142.4,3,18,23.4,19,1,3,3,1,26,1,1.5,8.7,0,1,-0.8,77.8,93.9,6.6,5.1,0,0,0.0,69.5,0,22,0.0,0,0,90.3,7,46,59.7,49,4,7,9,0,51,55,1.1,7.3
DJ Douglas,98860,S,TULANE,5,28,0,319,0,1.0,100.0,75.0,3.0,3.0,0,0,0.0,44.9,0,8,,0,0,100.0,1,3,10.7,4,0,0,1,0,8,7,2.7,8.0,0,0,2.0,100.0,78.6,11.0,11.0,0,0,0.0,66.4,0,4,50.0,1,0,83.3,2,22,78.6,28,1,1,2,0,8,4,0.4,4.0
Marcus Banks,98861,CB,ALABAMA,4,40,0,103,0,,,100.0,,,0,0,,63.1,0,,,0,0,0.0,0,4,10.0,4,0,0,0,0,0,0,0.0,,0,0,,,100.0,,,0,0,,67.3,0,,,0,0,0.0,0,19,47.5,19,0,0,0,0,0,0,0.0,
DeMarcco Hellams,98863,S,ALABAMA,11,313,0,103,1,3.6,66.7,93.6,10.8,7.2,0,0,0.0,48.8,2,14,12.5,1,0,77.3,6,73,23.3,78,2,6,9,1,48,31,0.7,8.0,0,2,9.0,70.0,98.8,22.7,15.9,0,1,10.0,67.0,0,18,13.0,3,1,86.3,7,167,53.4,169,3,18,10,0,62,29,0.4,8.9
Jalen Catalon,98867,S,ARKANSAS,6,194,0,111,0,-4.0,100.0,94.4,27.0,27.0,0,0,0.0,59.3,0,1,66.7,2,0,79.2,1,34,17.5,36,0,1,1,0,1,5,0.0,1.0,0,2,10.0,71.4,100.0,15.4,11.0,0,1,14.3,52.0,2,16,17.6,3,1,50.0,5,83,42.8,83,2,12,7,0,47,10,0.6,9.4
Greg Brooks Jr.,98869,CB,ARKANSAS,12,309,0,111,0,12.9,41.7,84.1,12.2,5.1,0,2,16.7,51.8,0,35,25.0,1,1,69.8,5,69,22.3,82,1,3,12,0,95,44,1.6,19.0,0,1,2.7,83.3,97.2,9.7,8.1,0,0,0.0,63.7,0,11,40.0,2,0,87.8,10,103,33.3,106,2,2,12,0,61,61,0.6,6.1
Malik Chavis,98870,S,ARKANSAS,5,79,0,111,0,21.5,100.0,90.9,9.5,9.5,0,0,0.0,62.9,1,29,100.0,1,0,118.8,2,20,25.3,22,0,0,2,1,35,2,1.8,17.5,0,0,,,100.0,,,0,0,,59.7,0,,0.0,0,0,0.0,0,19,24.1,19,0,3,0,0,0,0,0.0,
Hudson Clark,98871,CB,ARKANSAS,11,178,0,111,0,6.7,66.7,100.0,19.5,13.0,0,0,0.0,54.3,0,12,0.0,0,0,82.6,2,43,24.2,43,1,2,3,0,18,4,0.5,9.0,0,0,17.2,66.7,100.0,14.8,9.8,0,0,0.0,53.4,0,71,0.0,0,0,149.3,4,62,34.8,62,0,3,6,1,109,37,1.8,27.3
Zion Puckett,98874,S,AUBURN,10,339,0,115,1,6.7,100.0,99.2,9.9,9.9,0,0,0.0,61.7,0,31,14.3,2,0,151.7,12,127,37.5,128,2,11,12,2,131,51,1.1,10.9,0,3,8.1,90.0,95.5,18.4,16.6,1,0,0.0,65.8,0,30,0.0,0,0,136.3,9,171,50.4,179,1,11,10,1,87,51,0.5,9.7
Nehemiah Pritchett,98875,CB,AUBURN,12,353,0,115,0,11.0,54.5,98.7,12.2,6.6,0,2,9.1,51.0,0,34,12.5,1,2,79.7,12,153,43.3,155,1,7,22,0,170,83,1.2,14.2,0,1,9.3,78.3,98.8,8.6,6.7,0,1,4.3,57.4,0,60,18.8,3,1,117.8,18,159,45.0,161,1,12,23,1,202,85,1.3,11.2
Jaylin Simpson,98876,CB,AUBURN,10,264,0,115,0,14.6,47.4,100.0,11.7,5.5,0,4,21.1,62.1,0,18,12.5,1,2,81.9,9,110,41.7,110,0,7,19,1,104,19,1.0,11.6,0,1,10.9,60.0,98.3,18.3,11.0,0,3,30.0,78.7,1,26,0.0,0,2,49.2,6,114,43.2,116,5,12,10,0,88,20,0.8,14.7
Lewis Cine,98879,S,GEORGIA,12,381,0,173,0,5.5,54.5,97.8,14.3,7.8,0,3,27.3,84.1,1,11,0.0,0,3,22.2,6,91,23.9,93,2,8,11,0,30,3,0.3,5.0,0,4,9.6,64.0,98.7,13.5,8.6,1,5,20.0,88.6,0,19,12.5,3,4,73.3,16,228,59.8,231,8,17,25,0,107,72,0.5,6.7
Dan Jackson,98883,S,GEORGIA,12,255,0,173,0,7.0,75.0,100.0,17.7,13.3,0,0,0.0,66.8,0,8,0.0,0,0,83.3,3,56,22.0,56,1,4,4,0,18,6,0.3,6.0,0,2,2.7,78.6,100.0,13.7,10.8,0,0,0.0,75.6,0,16,0.0,0,0,86.6,11,154,60.4,154,6,14,14,0,67,44,0.4,6.1
Jonathan Haynes,98884,S,INDIANA,3,17,0,190,0,1.0,100.0,100.0,5.0,5.0,0,0,0.0,30.9,0,12,100.0,1,0,116.7,1,5,29.4,5,0,0,1,0,12,11,2.4,12.0,0,0,,,100.0,,,0,0,,66.1,0,,0.0,0,0,0.0,0,8,47.1,8,0,1,0,0,0,0,0.0,
Jalen Jordan,98885,S,OLE MISS,3,17,0,226,0,7.0,100.0,100.0,1.0,1.0,0,0,0.0,60.0,0,7,,0,0,95.8,1,1,5.9,1,0,0,1,0,7,0,7.0,7.0,0,0,,,100.0,,,0,0,,64.1,0,,,0,0,0.0,0,12,70.6,12,0,0,0,0,0,0,0.0,
AJ Finley,98887,S,OLE MISS,12,490,0,226,0,7.2,83.3,98.7,13.6,11.3,0,0,0.0,57.9,0,14,0.0,0,0,100.7,5,75,15.3,76,1,7,6,0,49,16,0.7,9.8,0,6,12.9,80.0,99.6,22.8,18.3,1,3,20.0,76.8,2,40,0.0,0,3,73.8,12,283,57.8,284,2,16,15,0,168,40,0.6,14.0
Deantre Prince,98888,CB,OLE MISS,12,333,0,226,0,11.7,77.8,100.0,7.6,5.9,0,1,11.1,70.6,1,26,0.0,0,1,72.0,7,60,18.0,60,2,6,9,0,97,26,1.8,13.9,0,3,17.5,59.1,100.0,14.2,8.4,0,2,9.1,77.1,1,37,0.0,0,1,81.1,13,191,57.4,191,3,18,22,1,177,28,1.0,13.6
Jay Stanley,98889,S,SO MISS,12,282,0,296,0,7.4,70.0,93.5,8.0,5.6,0,1,10.0,65.7,1,18,28.6,2,1,80.4,7,58,20.6,62,2,5,10,1,63,33,1.1,9.0,0,7,6.4,71.4,97.8,17.3,12.4,0,1,7.1,56.4,1,34,35.0,7,1,90.2,10,178,63.1,182,3,6,14,1,116,95,0.7,11.6
Chris Shearin,98891,CB,MISSOURI,7,85,0,229,0,5.7,57.1,91.3,10.0,5.7,0,0,0.0,50.2,0,13,0.0,0,0,107.7,4,42,49.4,46,0,2,7,1,31,20,0.8,7.8,0,0,15.3,33.3,92.9,37.0,12.3,0,0,0.0,64.3,0,8,100.0,2,0,42.4,1,39,45.9,42,0,0,3,0,8,3,0.2,8.0
Stacy Brown,98892,S,MISSOURI,8,20,0,229,0,3.5,50.0,90.9,9.0,4.5,0,0,0.0,48.2,0,23,100.0,1,0,91.7,1,10,50.0,11,0,0,2,0,23,25,2.6,23.0,0,0,19.0,50.0,90.0,8.0,4.0,0,0,0.0,55.7,0,77,100.0,1,0,135.4,1,9,45.0,10,0,0,2,1,77,39,9.6,77.0
Ish Burdine,98893,CB,MISSOURI,5,57,0,229,0,5.8,50.0,100.0,13.5,6.8,0,1,25.0,75.5,0,5,0.0,0,0,56.3,2,27,47.4,27,1,3,4,0,5,1,0.2,2.5,0,0,6.5,100.0,100.0,7.0,7.0,0,0,0.0,58.7,0,27,33.3,1,0,118.8,4,29,50.9,29,0,2,4,0,54,28,1.9,13.5
Taj Dodson,98898,S,KENTUCKY,2,12,0,202,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,8.3,1,0,0,0,0,0,0,0.0,,0,0,3.5,50.0,90.9,10.0,5.0,0,1,50.0,85.3,0,1,0.0,0,1,56.3,1,10,83.3,11,1,1,2,0,1,2,0.1,1.0
Moses Douglass,98899,S,KENTUCKY,2,8,0,202,0,,,100.0,,,0,0,,60.4,0,,,0,0,0.0,0,2,25.0,2,0,0,0,0,0,0,0.0,,0,0,10.5,100.0,100.0,2.5,2.5,0,0,0.0,31.2,0,28,0.0,0,0,118.8,2,5,62.5,5,0,1,2,0,37,16,7.4,18.5
Jalen Geiger,98901,S,KENTUCKY,12,198,0,202,0,2.0,66.7,94.4,15.0,10.0,0,0,0.0,64.9,0,6,0.0,0,0,70.1,2,34,17.2,36,1,1,3,0,7,14,0.2,3.5,0,0,11.4,88.9,98.4,15.1,13.4,0,1,11.1,52.1,1,41,14.3,1,0,78.5,8,124,62.6,126,2,6,9,0,111,34,0.9,13.9
Quandre Mosely,98902,CB,KENTUCKY,12,255,0,202,0,12.3,66.7,100.0,9.3,6.2,0,0,0.0,59.4,0,17,0.0,0,0,89.6,4,39,15.3,39,1,3,6,0,46,10,1.2,11.5,0,1,13.2,52.9,100.0,16.8,8.9,1,3,17.6,76.6,1,25,16.7,2,3,73.2,9,156,61.2,156,3,9,17,1,130,27,0.9,14.4
De'Monte Russell,98907,ED,MISS STATE,9,4,0,227,1,,,13.0,,,0,0,,63.3,0,,0.0,0,0,0.0,0,3,75.0,23,0,0,0,0,0,0,0.0,,0,1,,,2.9,,,0,0,,60.2,0,,0.0,0,0,0.0,0,1,25.0,35,0,0,0,0,0,0,0.0,
Jack Harris,98908,ED,MISS STATE,5,2,0,227,2,,,8.3,,,0,0,,63.2,0,,0.0,0,0,0.0,0,2,100.0,24,0,0,0,0,0,0,0.0,,0,0,,,0.0,,,0,0,,61.5,0,,0.0,0,0,0.0,0,0,0.0,17,1,1,0,0,0,0,,
Zacch Pickens,98911,DI,S CAROLINA,12,3,0,289,0,,,3.5,,,0,0,,61.4,0,,0.0,0,0,0.0,0,3,100.0,86,1,1,0,0,0,0,0.0,,0,0,,,0.0,,,0,0,,56.1,0,,50.0,1,0,0.0,0,0,0.0,140,2,1,0,0,0,0,,
Devontae Davis,98914,DI,S CAROLINA,6,1,0,289,0,,,10.0,,,0,0,,59.5,0,,,0,0,0.0,0,1,100.0,10,0,0,0,0,0,0,0.0,,0,0,,,0.0,,,0,0,,60.0,0,,,0,0,0.0,0,0,0.0,9,0,0,0,0,0,0,,
Jaren Handy,98938,ED,INDIANA,9,39,0,190,1,,,16.3,,,0,0,,62.8,0,,0.0,0,0,0.0,0,8,20.5,49,0,0,0,0,0,0,0.0,,0,1,9.0,66.7,36.5,12.5,8.3,0,0,0.0,57.9,0,15,0.0,0,0,74.3,2,27,69.2,74,1,1,3,0,12,1,0.5,6.0
Travon Walker,98940,ED,GEORGIA,12,22,0,173,0,,,1.3,,,0,0,,73.4,0,,0.0,0,0,0.0,0,1,4.5,77,4,2,0,0,0,0,0.0,,0,0,1.3,100.0,8.9,4.3,4.3,0,0,0.0,48.7,0,10,0.0,0,0,98.6,3,14,63.6,157,4,2,3,0,23,19,1.8,7.7
Tramel Walthour,98942,ED,GEORGIA,12,9,0,173,1,,,0.0,,,0,0,,60.0,0,,0.0,0,0,0.0,0,0,0.0,22,0,0,0,0,0,0,,,0,0,,,6.3,,,0,0,,62.0,0,,,0,0,0.0,0,5,55.6,79,0,0,0,0,0,0,0.0,
Darius Robinson,98946,DI,MISSOURI,9,2,0,229,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,61,0,0,0,0,0,0,,,0,1,11.0,0.0,3.8,,2.0,0,0,0.0,58.1,0,,0.0,0,0,39.6,0,2,100.0,52,0,0,1,0,0,0,0.0,
Isaiah McGuire,98948,ED,MISSOURI,12,4,0,229,0,,,1.4,,,0,0,,63.0,0,,25.0,1,0,0.0,0,2,50.0,148,2,3,0,0,0,0,0.0,,0,0,,,1.8,,,0,0,,61.6,0,,50.0,1,0,0.0,0,2,50.0,110,6,1,0,0,0,0,0.0,
Cavon Butler,98951,DI,TOLEDO,12,2,0,316,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,37,0,0,0,0,0,0,,,0,1,,,2.3,,,1,0,,58.5,0,,0.0,0,0,0.0,0,2,100.0,86,1,1,0,0,0,0,0.0,
Lakia Henry,98956,LB,OLE MISS,12,130,0,226,0,,,52.4,,,0,0,,70.3,0,,0.0,0,0,0.0,0,11,8.5,21,1,1,0,0,0,0,0.0,,0,2,5.0,66.7,83.9,12.7,8.4,0,0,0.0,50.6,0,27,20.0,1,0,134.0,6,78,60.0,93,1,2,9,1,85,59,1.1,14.2
Ashanti Cistrunk,98958,LB,OLE MISS,8,66,0,226,0,,,54.5,,,0,0,,61.2,0,,,0,0,0.0,0,6,9.1,11,0,0,0,0,0,0,0.0,,0,2,2.2,77.8,88.9,5.6,4.3,0,0,0.0,74.6,1,20,0.0,0,0,53.5,7,40,60.6,45,2,5,9,0,57,44,1.5,8.1
Derek Boykins,98980,LB,CHARLOTTE,5,30,0,136,0,15.0,100.0,58.3,7.0,7.0,0,0,0.0,51.3,0,8,,0,0,139.6,1,7,23.3,12,0,0,1,1,8,0,1.1,8.0,0,0,13.7,66.7,86.7,6.0,4.0,0,1,33.3,38.3,0,23,100.0,2,1,102.1,2,13,43.3,15,0,0,3,0,32,13,2.7,16.0
Jahmar Brown,98981,S,S CAROLINA,4,53,0,289,2,0.5,75.0,95.8,7.7,5.8,1,1,25.0,78.6,0,4,0.0,0,0,77.1,3,23,43.4,24,2,3,4,0,10,11,0.4,3.3,0,0,0.0,100.0,100.0,12.5,12.5,0,0,0.0,54.0,0,9,50.0,1,0,91.7,2,25,47.2,25,1,1,2,0,12,12,0.5,6.0
Henry To'oTo'o,98982,LB,ALABAMA,12,361,0,103,1,-0.6,80.0,59.5,16.3,13.0,0,0,0.0,67.3,0,13,33.3,3,0,93.3,4,72,19.9,121,4,5,5,0,32,37,0.5,8.0,0,6,2.8,79.2,89.2,9.9,7.8,0,1,4.2,46.3,0,26,17.4,4,0,97.2,19,198,54.8,222,4,13,24,0,176,130,0.9,9.3
Roman Harrison,98983,ED,TENNESSEE,12,40,0,307,0,,,9.1,,,0,0,,60.4,0,,,0,0,0.0,0,4,10.0,44,0,0,0,0,0,0,0.0,,0,1,0.0,87.5,22.9,4.3,3.8,0,0,0.0,52.6,0,11,38.9,7,0,84.9,7,30,75.0,131,8,10,8,0,35,40,1.2,5.0
Tarian Lee Jr.,98988,LB,TEXAS A&M,5,25,0,312,0,,,100.0,,,0,0,,63.6,0,,,0,0,0.0,0,9,36.0,9,0,0,0,0,0,0,0.0,,0,0,6.0,50.0,81.8,9.0,4.5,0,0,0.0,55.5,0,8,0.0,0,0,60.4,1,9,36.0,11,1,2,2,0,8,1,0.9,8.0
Chris Russell Jr.,98989,LB,TEXAS A&M,4,18,0,312,0,,,83.3,,,0,0,,62.1,0,,,0,0,0.0,0,5,27.8,6,0,0,0,0,0,0,0.0,,0,0,,,100.0,,,0,0,,63.0,0,,,0,0,0.0,0,7,38.9,7,0,0,0,0,0,0,0.0,
Andre White Jr.,98990,LB,TEXAS A&M,12,253,0,312,2,5.2,40.0,83.9,36.0,14.4,0,0,0.0,46.1,0,13,0.0,0,0,54.6,2,73,28.9,87,1,1,5,0,23,17,0.3,11.5,0,4,4.2,73.3,96.3,11.9,8.7,0,0,0.0,46.2,0,21,8.3,1,0,89.6,11,131,51.8,136,3,7,15,0,95,72,0.7,8.6
Ke'Shun Brown,98991,LB,S ALABAMA,10,54,0,288,0,,,50.0,,,0,0,,62.6,0,,,0,0,0.0,0,6,11.1,12,1,0,0,0,0,0,0.0,,0,0,-3.3,100.0,84.0,13.0,13.0,0,0,0.0,48.4,0,17,0.0,0,0,118.1,3,42,77.8,50,0,1,3,0,37,47,0.9,12.3
Christian Harris,98996,LB,ALABAMA,12,313,0,103,0,5.0,85.7,55.7,10.2,8.7,0,1,14.3,78.0,0,17,14.3,1,1,88.7,6,68,21.7,122,7,6,7,0,37,14,0.6,6.2,0,1,4.6,72.4,77.4,7.8,5.7,0,2,6.9,53.8,0,42,18.8,3,2,107.1,21,171,54.6,221,6,12,29,1,231,145,1.4,11.0
Shane Lee,98998,LB,ALABAMA,3,20,0,103,0,,,75.0,,,0,0,,63.1,0,,0.0,0,0,0.0,0,3,15.0,4,0,1,0,0,0,0,0.0,,0,0,,,100.0,,,0,0,,63.1,0,,,0,0,0.0,0,11,55.0,11,1,0,0,0,0,0,0.0,
Kevin Harris,98999,ED,GA TECH,12,2,0,176,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,14,0,0,0,0,0,0,,,0,0,,,4.5,,,0,0,,56.4,0,,50.0,1,0,0.0,0,2,100.0,44,1,1,0,0,0,0,0.0,
Owen Pappoe,99006,LB,AUBURN,5,113,0,115,0,-6.0,100.0,71.8,28.0,28.0,0,0,0.0,62.1,0,-5,50.0,2,0,79.2,1,28,24.8,39,2,2,1,0,-5,1,-0.2,-5.0,0,1,6.3,62.5,94.8,14.0,8.8,0,0,0.0,47.4,0,23,14.3,1,0,85.9,5,73,64.6,77,1,5,8,0,61,25,0.9,12.2
OC Brothers,99008,LB,PURDUE,11,51,0,273,0,4.7,66.7,100.0,5.5,3.7,0,0,0.0,41.2,0,39,100.0,1,0,149.3,2,12,23.5,12,0,0,3,1,51,48,4.6,25.5,0,0,2.3,71.4,97.4,7.2,5.1,0,1,14.3,63.1,0,7,0.0,0,1,74.1,5,38,74.5,39,2,3,7,0,9,23,0.3,1.8
Barton Lester,99009,LB,AUBURN,1,2,0,115,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,-5.0,100.0,100.0,2.0,2.0,0,0,0.0,62.4,0,5,0.0,0,0,87.5,1,2,100.0,2,1,1,1,0,5,10,2.5,5.0
Nolan Smith,99014,ED,GEORGIA,11,55,0,173,1,,,17.2,,,0,0,,63.8,0,,0.0,0,0,0.0,0,11,20.0,64,2,0,0,0,0,0,0.0,,0,1,5.8,83.3,28.2,6.2,5.2,0,0,0.0,58.0,0,29,0.0,0,0,104.2,5,33,60.0,117,4,3,6,0,54,25,1.7,10.8
Jermaine Johnson II,99015,ED,FLORIDA ST,12,8,0,167,0,,,3.0,,,0,0,,58.1,0,,,0,0,0.0,0,3,37.5,99,5,0,0,0,0,0,0.0,,0,1,-2.0,100.0,2.2,5.0,5.0,0,0,0.0,80.7,0,0,10.0,1,0,79.2,1,5,62.5,231,9,8,1,0,0,2,0.0,0.0
Rian Davis,99016,LB,GEORGIA,1,2,0,173,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,50.0,1,0,0,0,0,0,0,0.0,,0,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,
Trezmen Marshall,99017,LB,GEORGIA,4,12,0,173,0,2.5,50.0,100.0,3.0,1.5,0,0,0.0,72.5,0,0,0.0,0,0,56.3,1,3,25.0,3,1,1,2,0,0,1,0.0,0.0,0,0,5.0,100.0,75.0,8.0,8.0,0,0,0.0,64.6,0,5,0.0,0,0,87.5,1,9,75.0,12,0,1,1,0,5,0,0.6,5.0
Nakobe Dean,99018,LB,GEORGIA,12,221,0,173,1,4.1,37.5,59.0,15.0,5.6,0,0,0.0,84.9,2,4,0.0,0,0,6.3,3,46,20.8,78,3,2,8,0,3,16,0.1,1.0,0,3,1.3,63.6,77.8,18.4,11.7,0,0,0.0,69.1,0,12,7.1,1,0,74.4,7,137,62.0,176,9,10,11,0,51,58,0.4,7.3
Jamie Pettway,99020,LB,MISSOURI,5,33,0,229,0,,,72.2,,,0,0,,58.5,0,,100.0,1,0,0.0,0,13,39.4,18,0,0,0,0,0,0,0.0,,0,1,12.0,100.0,100.0,17.0,17.0,0,0,0.0,65.7,0,13,0.0,0,0,118.8,1,18,54.5,18,0,0,1,0,13,1,0.8,13.0
Devin Nicholson,99021,LB,MISSOURI,12,197,0,229,1,9.5,50.0,84.3,50.5,25.3,0,2,50.0,63.1,0,29,0.0,0,0,117.7,2,107,54.3,127,3,5,4,1,33,32,0.3,16.5,0,0,5.3,100.0,88.4,12.2,12.2,0,0,0.0,58.4,0,21,0.0,0,0,100.0,6,76,38.6,86,2,5,6,0,48,16,0.7,8.0
Tra Wilkins,99025,LB,BUFFALO,3,11,0,126,0,,,33.3,,,0,0,,61.1,0,,,0,0,0.0,0,3,27.3,9,0,0,0,0,0,0,0.0,,0,0,14.0,100.0,75.0,6.0,6.0,0,0,0.0,45.3,0,31,0.0,0,0,118.8,1,6,54.5,8,0,1,1,0,31,17,5.2,31.0
Sam Williams,99106,ED,OLE MISS,12,2,0,226,0,-2.0,0.0,3.0,,2.0,0,1,100.0,57.0,0,,0.0,0,0,39.6,0,2,100.0,67,3,1,1,0,0,0,0.0,,0,0,,,0.0,,,0,0,,63.8,0,,25.0,1,0,0.0,0,0,0.0,245,8,3,0,0,0,0,,
